,Gene ID bis,pLDDT,Probability of antimicrobial activity,Prediction,isCAZyme,isTM,rank
OG0000124,jgi|Aspnov1|445842,88.47257336956523,0.5099604601997016,Antimicrobial,1,0,277
OG0000418,jgi|Rhesp1|556907,57.575693186049406,0.0,Non-antimicrobial,1,0,278
OG0000416,jgi|Neora1|300972,58.30443542435424,0.951033701656452,Antimicrobial,0,0,279
OG0000227,jgi|Colch1|1985,92.97792899408284,0.8431905886094239,Antimicrobial,1,0,280
OG0000407,jgi|Neodi1|6998,78.35880277617119,0.8775440092363966,Antimicrobial,1,0,281
OG0000209,jgi|Plecucu2|158279,85.6189323583181,0.6142422098111832,Antimicrobial,0,0,282
OG0000162,jgi|Aspnov1|430510,88.07015924506047,0.8942993633328312,Antimicrobial,0,0,283
OG0000343,jgi|Fusco1|657102,65.21631793478261,0.2438551645005921,Non-antimicrobial,0,1,284
OG0000410,jgi|Fusfu1|4270,56.91204836936606,0.0150913415128257,Non-antimicrobial,0,1,285
OG0000441,jgi|Rhier1|618799,49.73722250125565,0.9999952808898644,Antimicrobial,0,1,286
OG0000337,jgi|Zalva1|603549,79.28851990767456,0.9921290754584156,Antimicrobial,1,0,287
OG0000211,jgi|Verdah1|442020,47.26525939732837,0.0675602557490851,Non-antimicrobial,0,1,288
OG0000432,jgi|Fusoxys1|854512,79.04241176470589,0.9510074753307636,Antimicrobial,0,0,289
OG0000427,jgi|Cadsp1|460136,74.23319630872483,0.938941583340584,Antimicrobial,0,0,290
OG0000289,jgi|Fusso1|496782,65.3544531897266,0.9666604214349948,Antimicrobial,1,0,291
OG0000243,jgi|Ilyeu1|637013,88.30085910652922,0.0720039122938606,Non-antimicrobial,1,0,292
OG0000445,jgi|Fusoxys1|779856,79.04756453082295,0.0858430957089324,Non-antimicrobial,0,1,293
OG0000223,jgi|Boeex1|310971,73.39176737756715,0.9015049496079472,Antimicrobial,0,0,294
OG0000169,jgi|Colto1|10952,70.65951595744681,0.0313640917459718,Non-antimicrobial,0,1,295
OG0000119,jgi|Neora1|563153,86.74566445182724,0.0376936309761889,Non-antimicrobial,0,0,296
OG0000241,jgi|Fusgr1|1769,84.56349893541518,0.4102356567063818,Non-antimicrobial,0,0,297
OG0000099,jgi|Fustri1|596577,91.3027299412916,0.99932823299836,Antimicrobial,1,0,298
OG0000339,jgi|Fusso1|595595,82.41965864577504,0.956164895335615,Antimicrobial,1,0,299
OG0000189,jgi|Altal1|1018865,53.09493055555556,0.0031426119890011,Non-antimicrobial,0,0,300
OG0000283,jgi|Lepor2|422408,55.11101923076924,0.4126888316928402,Non-antimicrobial,0,0,301
OG0000437,jgi|Chalo1|563581,79.71701116163705,0.763351864409303,Antimicrobial,1,0,302
OG0000371,jgi|Cadsp1|589606,79.05497105304335,0.0,Non-antimicrobial,1,0,303
OG0000450,jgi|Fusso1|458530,70.79231315959508,0.9992854726769234,Antimicrobial,1,0,304
OG0000166,jgi|DalEC12_1|71555,80.89672330097088,0.6583754817027972,Antimicrobial,0,0,305
OG0000312,jgi|Pyrsp1|2351,69.346586270872,0.9986958998099812,Antimicrobial,0,0,306
OG0000440,CZT14069,75.82971830985915,0.2187853085822315,Non-antimicrobial,1,0,307
OG0000311,jgi|Pensub1|1425,38.91312859884837,0.0101090841041065,Non-antimicrobial,0,0,308
OG0000325,jgi|Cylol1|462929,77.09730017761989,0.9939658311266714,Antimicrobial,0,0,309
OG0000358,jgi|Phisc1|689620,77.73638036809817,0.2835248138591911,Non-antimicrobial,0,1,310
OG0000194,jgi|Mictri1|369331,84.63215587044535,0.2859814897080423,Non-antimicrobial,0,0,311
OG0000207,jgi|Melva1|583205,58.14381118881119,0.105966472594408,Non-antimicrobial,0,0,312
OG0000246,jgi|Boeex1|310377,83.42546973803071,0.1915397759642447,Non-antimicrobial,0,0,313
OG0000097,jgi|Phimu1|713585,70.87844696969697,0.0534221421857346,Non-antimicrobial,0,0,314
OG0000295,jgi|Armost1|94104,80.72684567169235,0.9998151390845,Antimicrobial,1,0,315
OG0000438,jgi|Neodi1|5094,71.21993247694334,0.9997869944044474,Antimicrobial,0,0,316
OG0000109,jgi|Sclci1|962568,88.76215323645972,0.9932295444226072,Antimicrobial,0,0,317
OG0000273,jgi|DalEC12_1|52003,75.64166498993964,0.9916799294612978,Antimicrobial,0,0,318
OG0000456,jgi|Phisc1|583728,75.03833109739736,0.9977960797153316,Antimicrobial,0,0,319
OG0000352,jgi|Neora1|604891,84.31678412462908,0.0471720986242375,Non-antimicrobial,0,0,320
OG0000323,jgi|Fustr1|236043,80.5635394932936,0.0089420423339936,Non-antimicrobial,0,1,321
OG0000395,jgi|Altalt1|481275,82.69919280930561,0.5622676018782866,Antimicrobial,1,0,322
OG0000301,jgi|Neodi1|5317,85.96610357583229,0.9933486891600436,Antimicrobial,1,0,323
OG0000464,jgi|Parchr1|452410,36.83326141078838,0.6899067067618984,Antimicrobial,0,0,324
OG0000216,jgi|Colhig2|5023,72.19386278964107,0.0,Non-antimicrobial,0,0,325
OG0000317,jgi|Cylol1|572424,81.97202968588195,0.743644015647167,Antimicrobial,0,0,326
OG0000127,jgi|Cenge3|651431,69.63296380090497,0.0415557695922648,Non-antimicrobial,0,0,327
OG0000305,jgi|Veral1|3933,78.2143254352031,0.9968469654716254,Antimicrobial,0,0,328
OG0000484,jgi|Fustri1|559895,56.18562391178177,0.0562749423893519,Non-antimicrobial,0,0,329
OG0000415,jgi|Cenge3|214021,84.61354178842781,0.7049644992776365,Antimicrobial,0,1,330
OG0000467,jgi|Fusox2|24649,69.1085,0.2982521520688902,Non-antimicrobial,0,0,331
OG0000203,jgi|Phisc1|13540,75.74851133651552,0.9978116137935976,Antimicrobial,0,0,332
OG0000265,jgi|Macph1|9080,91.13820890290924,0.5227506577143717,Antimicrobial,1,0,333
OG0000471,jgi|Dacma1|14216,45.77628730822873,0.0,Non-antimicrobial,0,1,334
OG0000217,jgi|Cocsa1|305292,46.62475524475524,0.3729634000533321,Non-antimicrobial,0,0,335
OG0000376,jgi|Fusre1|538426,49.63615694164989,0.7833361466523288,Antimicrobial,0,0,336
OG0000495,jgi|Cenge3|544718,83.76477379095164,0.9562744913673206,Antimicrobial,0,0,337
OG0000370,jgi|Fusven1|476723,84.5119338092148,0.0005779434858715,Non-antimicrobial,0,0,338
OG0000458,jgi|Cylol1|575563,87.38428272689252,0.9947178984169964,Antimicrobial,0,0,339
OG0000426,jgi|Fusgr1|2038,76.09407731958764,0.000853265821551,Non-antimicrobial,0,1,340
OG0000163,jgi|Pyrsp1|622952,78.26118829268292,0.9752977911739072,Antimicrobial,1,0,341
OG0000431,jgi|Cenge3|635643,85.17356447688564,0.9911572386862224,Antimicrobial,0,0,342
OG0000268,jgi|Fusso1|465279,81.02531310211945,0.9998359897515688,Antimicrobial,1,0,343
OG0000336,jgi|Fusco1|569581,82.68526395173454,0.7478483553048227,Antimicrobial,0,0,344
OG0000493,jgi|Fuseq1|67865,40.54204855023601,0.0,Non-antimicrobial,0,1,345
OG0000423,jgi|Bauco1|80486,74.73840772818122,0.9720999359238264,Antimicrobial,0,0,346
OG0000479,jgi|Rhesp1|487445,84.80410400390625,0.9584335508658108,Antimicrobial,1,0,347
OG0000443,jgi|Fusso1|465207,64.94300589390963,0.810933598153508,Antimicrobial,0,0,348
OG0000393,jgi|Neodi1|5659,64.9181016882607,0.9999967521063996,Antimicrobial,1,0,349
OG0000292,jgi|Altal1|1061986,90.56768219383922,0.9821112786295372,Antimicrobial,1,0,350
OG0000228,jgi|Pyrly1|400422,86.47970588235295,0.9999691190587866,Antimicrobial,0,0,351
OG0000326,jgi|Cadsp1|649769,85.84643872113678,0.952417549794592,Antimicrobial,1,0,352
OG0000280,jgi|Melva1|555462,87.51461538461538,0.7300328166964001,Antimicrobial,0,0,353
OG0000489,jgi|Daces1|436317,66.25748225856218,0.9077094461357826,Antimicrobial,0,0,354
OG0000069,jgi|Clapu1|7342,74.84277392510403,0.1061215299407816,Non-antimicrobial,0,0,355
OG0000098,jgi|Cocvi1|113269,80.66064315352698,0.9857530209033428,Antimicrobial,0,0,356
OG0000397,jgi|Verda1|8001,83.73820624790058,0.9315954639731988,Antimicrobial,1,0,357
OG0000146,jgi|Phimu1|640311,81.70096663548487,0.5470718259471183,Antimicrobial,0,0,358
OG0000167,jgi|Fuseq1|75917,75.10783970276007,0.4024383966484814,Non-antimicrobial,0,1,359
OG0000249,jgi|Cadsp1|471298,75.52433788504287,0.9747550805498656,Antimicrobial,0,0,360
OG0000193,jgi|Tulca1|32755,87.58087301587301,0.9577859859515157,Antimicrobial,0,0,361
OG0000498,jgi|Fusco1|612907,57.560041602465326,0.9999999993273518,Antimicrobial,1,0,362
OG0000505,jgi|Ilyeu1|695145,41.76639567936327,0.5801310238042391,Antimicrobial,0,0,363
OG0000108,jgi|Gaegr1|12032,67.53171800947868,0.525261308754105,Antimicrobial,0,0,364
OG0000288,jgi|Oidma1|54342,80.20851731952088,0.999986318889344,Antimicrobial,1,0,365
OG0000171,jgi|Fusfu1|10410,63.35225375626043,0.8943677063315743,Antimicrobial,0,1,366
OG0000340,jgi|Cadsp1|460429,85.43666431842199,0.9979840664176114,Antimicrobial,1,0,367
OG0000261,jgi|Galma1|90813,55.75911864406779,0.0020810900274244,Non-antimicrobial,0,0,368
OG0000444,jgi|DalEC12_1|321405,70.3049427381572,0.9999449633247152,Antimicrobial,0,1,369
OG0000263,jgi|Veral1|5925,66.81172274562584,0.9963205763842858,Antimicrobial,0,0,370
OG0000341,jgi|Lepor2|472423,80.75609576427256,0.1719063047755157,Non-antimicrobial,0,0,371
OG0000310,jgi|Colch1|6457,65.46436619718308,0.975602134703433,Antimicrobial,0,0,372
OG0000351,jgi|Altal1|1024567,61.48959479015919,0.4494614569937716,Non-antimicrobial,0,0,373
OG0000254,jgi|Phisc1|580548,84.95532740879327,0.9971188906773708,Antimicrobial,0,0,374
OG0000508,jgi|Thite2|2141973,67.75462094907408,0.4235884452291271,Non-antimicrobial,0,1,375
OG0000394,jgi|Altal1|1063292,79.08792379993285,0.9977632272874256,Antimicrobial,1,0,376
OG0000472,jgi|Fusoxys1|706995,73.20722826086957,0.0736394590108075,Non-antimicrobial,0,0,377
OG0000274,jgi|Paxin1|78934,86.85104790419162,0.4993239342578883,Antimicrobial,0,0,378
OG0000384,jgi|Ilyeu1|617014,44.47780410742496,5.923948891286632e-05,Non-antimicrobial,0,0,379
OG0000313,jgi|Cocvi1|84586,89.81465796019903,0.9481951095589616,Antimicrobial,1,0,380
OG0000451,jgi|Neora1|721563,58.23162081613939,0.9840621240493864,Antimicrobial,0,1,381
OG0000488,jgi|Neodi1|3232,72.93290950373013,0.8745676507878707,Antimicrobial,1,0,382
OG0000492,jgi|Cenge3|569793,77.94527360585084,0.9999342350884384,Antimicrobial,1,0,383
OG0000518,jgi|Neora1|695349,70.92276096565794,0.9999217170710862,Antimicrobial,0,0,384
OG0000466,jgi|Pyrtt1|6601,76.89962385321101,0.7384617340038139,Antimicrobial,0,0,385
OG0000424,jgi|Thite2|2106106,68.02904564315352,0.8401247625452093,Antimicrobial,0,0,386
OG0000187,jgi|Sorhu1|231133,58.21549738219896,0.1162202381746642,Non-antimicrobial,0,0,387
OG0000392,jgi|Veral1|5095,88.63083015267176,0.1889846249986277,Non-antimicrobial,1,0,388
OG0000528,jgi|Neora1|639099,71.1300142490738,0.9569981947276088,Antimicrobial,1,0,389
OG0000347,jgi|Cenge3|644500,69.91497375328083,0.4731076034049652,Non-antimicrobial,0,0,390
OG0000522,jgi|Fusoxy1|324688,58.1158595781566,0.995734274644474,Antimicrobial,1,0,391
OG0000530,jgi|Colto1|2398,40.27930811808118,0.8458667790463154,Antimicrobial,0,0,392
OG0000212,jgi|Cadsp1|514707,51.52938421509106,0.1822916781088943,Non-antimicrobial,0,0,393
OG0000499,jgi|Macpha1|653593,74.64464849624059,0.9840877913060246,Antimicrobial,1,0,394
OG0000272,jgi|Clapu1|1124,49.68003968253968,0.8338482762014863,Antimicrobial,0,0,395
OG0000366,jgi|Mycfi2|181823,44.29328467153285,0.0028577326982157,Non-antimicrobial,0,0,396
OG0000345,jgi|Oidma1|21986,71.04540032154341,0.9994734942235268,Antimicrobial,0,0,397
OG0000159,VDAG_JR2_Chr2g00240a-00001,86.8091898527005,0.4822086978169589,Non-antimicrobial,1,0,398
OG0000429,jgi|Cocsa1|37064,83.32033410672854,0.3667098415242897,Non-antimicrobial,0,0,399
OG0000390,jgi|Verdah1|414702,71.65260347129507,0.8391559260577905,Antimicrobial,0,0,400
OG0000476,jgi|Altal1|9314,78.53048510313216,0.9794818649610652,Antimicrobial,0,0,401
OG0000414,jgi|Corca1|489765,82.5066528458349,0.9636426723235184,Antimicrobial,0,0,402
OG0000477,jgi|Fusso1|593952,79.15701810436634,0.4389339944504398,Non-antimicrobial,0,0,403
OG0000454,jgi|Dacma1|786294,64.98226628895183,0.2110041250855351,Non-antimicrobial,0,1,404
OG0000457,jgi|Denna1|119513,82.9104355954384,0.9853954870843896,Antimicrobial,0,0,405
OG0000172,jgi|Cadsp1|498038,88.30769804287046,0.9911247335851237,Antimicrobial,0,0,406
OG0000389,jgi|Fuscu1|5979,85.39487305487306,0.4393109490262915,Non-antimicrobial,0,0,407
OG0000516,jgi|Phimu1|741292,81.73436507936509,0.7221817327872762,Antimicrobial,0,0,408
OG0000459,jgi|Colhig2|1643,84.56426099495314,0.1022235937654472,Non-antimicrobial,0,1,409
OG0000460,jgi|DalEC12_1|51401,84.38554364471669,0.7375438108411762,Antimicrobial,0,0,410
OG0000365,jgi|Oidma1|205609,90.850922829582,0.8935823464760847,Antimicrobial,0,0,411
OG0000490,jgi|Fusso1|430004,80.55959589041096,0.8708533864347674,Antimicrobial,0,0,412
OG0000544,jgi|Fusso1|385234,65.09711527208894,0.1870034468628194,Non-antimicrobial,0,0,413
OG0000314,jgi|Dipse1|8503,82.22548172757477,0.7394538349550424,Antimicrobial,0,0,414
OG0000449,jgi|Verda1|4825,84.0836352148273,0.7347454913218057,Antimicrobial,1,0,415
OG0000276,jgi|Daces1|567352,86.47888227513229,0.9607071645714432,Antimicrobial,0,0,416
OG0000404,jgi|Fusco1|362123,78.33059038662486,0.0073632838802234,Non-antimicrobial,0,1,417
OG0000430,jgi|Daces1|541636,87.83739203589457,0.1598084460895856,Non-antimicrobial,0,0,418
OG0000386,jgi|Colch1|6252,80.86980852211435,0.8675289327516145,Antimicrobial,0,0,419
OG0000398,jgi|Altalt1|317332,70.02086544161233,0.870253777147223,Antimicrobial,0,0,420
OG0000206,jgi|Ascsa1|8425,85.58270279844137,0.9888270021119432,Antimicrobial,0,0,421
OG0000253,jgi|Thite2|2123826,48.50387234042553,0.0584251355259058,Non-antimicrobial,0,0,422
OG0000546,jgi|Dacma1|799456,53.18598892803221,0.7922245566896159,Antimicrobial,0,0,423
OG0000419,jgi|Plecuc1|300146,66.46252158894646,0.981528147228675,Antimicrobial,0,0,424
OG0000375,jgi|Veral1|1748,92.8628476821192,0.957308411283263,Antimicrobial,0,0,425
OG0000496,jgi|Colch1|1220,54.34249574829932,0.9994655343729576,Antimicrobial,0,0,426
OG0000328,jgi|Corca1|500649,82.54540829414279,0.0037030284743928,Non-antimicrobial,1,0,427
OG0000150,jgi|Galma1|258667,48.953468634686345,0.0027419933932098,Non-antimicrobial,0,0,428
OG0000446,jgi|Chalo1|328067,84.68194764397906,0.2032284155565053,Non-antimicrobial,0,0,429
OG0000400,jgi|Fustr1|461650,82.32170384615384,0.9139846536981084,Antimicrobial,0,0,430
OG0000509,jgi|Altro1|463565,51.67884146341464,0.7755466464903857,Antimicrobial,0,0,431
OG0000538,jgi|Fusven1|525798,58.66749859786877,0.799217851405279,Antimicrobial,1,0,432
OG0000442,jgi|Lepor2|595646,79.42137468139337,0.9978448101628472,Antimicrobial,1,0,433
OG0000540,jgi|Fusoxy1|31129,45.37335339854527,0.0,Non-antimicrobial,0,0,434
OG0000453,jgi|Dacma1|269351,79.7663728191001,0.8307594986834071,Antimicrobial,0,0,435
OG0000506,jgi|Cenge3|653041,81.42838681886711,0.8183771288561307,Antimicrobial,1,0,436
OG0000357,jgi|Cocvi1|110563,70.01301745635911,0.8726478580391074,Antimicrobial,0,0,437
OG0000448,jgi|Chagl1|88136,34.08157076205288,0.4229421595699844,Non-antimicrobial,0,0,438
OG0000543,jgi|Phimu1|701891,83.68050043898155,0.7496591542982531,Antimicrobial,0,0,439
OG0000420,jgi|Neodi1|3785,85.6201079525009,0.6356695121870484,Antimicrobial,1,0,440
OG0000447,jgi|Daces1|271668,,,,1,1,441
OG0000320,jgi|Fusve2|12174,86.0547697368421,0.7088365770935731,Antimicrobial,0,0,442
OG0000204,jgi|Fusco1|611022,62.76931105047749,0.9233100649016072,Antimicrobial,0,0,443
OG0000478,jgi|Phimu1|236854,75.20324266284895,0.9196389144506542,Antimicrobial,0,0,444
OG0000578,jgi|Altro1|407430,84.62991421111525,0.7864171953137938,Antimicrobial,0,0,445
OG0000333,jgi|Amamu1|9212,65.85451142440448,0.8015415509583209,Antimicrobial,1,0,446
OG0000465,jgi|Altalt1|454057,80.84722779635824,0.906000165924444,Antimicrobial,1,0,447
OG0000551,jgi|Pilcr1|815561,80.1961049445005,0.9092214716277256,Antimicrobial,1,0,448
OG0000302,jgi|Lepor2|580372,85.72466692189893,0.3625802281361696,Non-antimicrobial,0,0,449
OG0000556,jgi|Colhig2|436,55.13038548752834,0.1176719241641413,Non-antimicrobial,0,0,450
OG0000463,jgi|Lepor2|241630,78.53622140050842,0.9091588643565742,Antimicrobial,0,0,451
OG0000244,jgi|Fusox2|19719,84.73202255639099,0.8820373854473487,Antimicrobial,1,0,452
OG0000267,PTRG_10868,29.09670028818444,0.9998941372099452,Antimicrobial,0,0,453
OG0000269,jgi|Altal1|999782,35.138500407497965,0.0520478199627035,Non-antimicrobial,0,0,454
OG0000218,jgi|Perma1|620919,51.09979032258065,0.0278211846828416,Non-antimicrobial,0,1,455
OG0000316,jgi|Fustr1|517549,85.5889470517449,0.2681155691855819,Non-antimicrobial,0,0,456
OG0000421,jgi|Colhig2|12012,34.801628318584065,0.2289004522208971,Non-antimicrobial,0,0,457
OG0000549,jgi|Ilyeu1|487720,87.48485418016851,0.967343171508508,Antimicrobial,1,0,458
OG0000486,jgi|Fusoxys1|395938,26.91135350318472,0.9419929524473728,Antimicrobial,0,0,459
OG0000553,jgi|Altalt1|9115,67.0369907063197,0.0174460321898023,Non-antimicrobial,0,1,460
OG0000587,jgi|Fusco1|340078,66.30846235795455,0.7565982489867557,Antimicrobial,0,1,461
OG0000575,jgi|Chame1|415111,63.87069498069498,0.0028126811960703,Non-antimicrobial,0,0,462
OG0000548,jgi|Fustr1|170726,62.675676826153584,0.940016184829646,Antimicrobial,1,0,463
OG0000592,jgi|Fusfu1|2364,83.10041380556558,0.9998225900743916,Antimicrobial,0,0,464
OG0000561,jgi|Colto1|11978,76.429816292727,0.7510192681276741,Antimicrobial,1,0,465
OG0000434,jgi|Phisc1|654157,59.57833732630571,0.0012162115494734,Non-antimicrobial,0,0,466
OG0000605,jgi|Fusre1|683407,75.27635135135135,0.1594705122951396,Non-antimicrobial,0,0,467
OG0000482,jgi|Neora1|808511,50.31699106256207,0.5555227011923165,Antimicrobial,0,0,468
OG0000396,jgi|Truan1|654353,57.96363636363636,0.005306145022992,Non-antimicrobial,0,0,469
OG0000338,jgi|Fusoxys1|815839,84.85505543237251,0.7140997200720111,Antimicrobial,0,0,470
OG0000040,jgi|Galma1|30284,71.7696649916248,0.9164697123067302,Antimicrobial,0,0,471
OG0000524,jgi|Altal1|988538,77.3405461731944,0.977704221850119,Antimicrobial,1,0,472
OG0000497,jgi|Pensub1|5126,30.357037470726,0.0003415454745192,Non-antimicrobial,0,0,473
OG0000599,jgi|Chame1|413143,86.57684709821429,0.7579465671317382,Antimicrobial,1,0,474
OG0000559,jgi|Melbi2|394444,76.6017745302714,0.9396875789709904,Antimicrobial,0,0,475
OG0000368,jgi|Altal1|1025475,72.32572072072072,0.8911136370431396,Antimicrobial,0,0,476
OG0000539,jgi|Colto1|11547,88.17533634311512,0.243748269166431,Non-antimicrobial,0,0,477
OG0000582,jgi|Fusox2|26242,72.12878276062901,0.9954509176729796,Antimicrobial,0,0,478
OG0000593,jgi|Fusox2|19723,86.65675972675973,0.0099660751095808,Non-antimicrobial,0,0,479
OG0000585,jgi|Dipse1|3184,79.304976,0.9517120962127578,Antimicrobial,1,0,480
OG0000526,jgi|Perma1|527544,74.65650758001122,0.6529473440000134,Antimicrobial,0,0,481
OG0000360,jgi|Daces1|600657,80.63734067207416,0.953169760515601,Antimicrobial,0,0,482
OG0000409,jgi|Aspcam1|285290,63.54581056466301,0.5715462546948987,Antimicrobial,0,0,483
OG0000590,jgi|Rhesp1|524711,65.82407662082515,0.9929468464109256,Antimicrobial,0,1,484
OG0000570,jgi|Denna1|604867,78.42820182627018,0.9545440824189432,Antimicrobial,1,0,485
OG0000616,jgi|Fusfu1|2211,74.52043465577596,0.0023967602256171,Non-antimicrobial,0,0,486
OG0000533,jgi|Dacma1|778631,87.52150416462517,0.1585744723282463,Non-antimicrobial,0,0,487
OG0000600,jgi|Corca1|623779,88.4574204355109,0.167717002904699,Non-antimicrobial,0,0,488
OG0000332,jgi|Dacma1|951783,82.36221896383186,0.5854165940349737,Antimicrobial,1,0,489
OG0000425,jgi|Fusco1|588227,68.50470814132105,0.0039566817447244,Non-antimicrobial,0,0,490
OG0000604,jgi|Phimu1|656742,71.78836225596528,0.9960346836975568,Antimicrobial,0,0,491
OG0000475,jgi|Fustr1|545676,78.00549815498155,0.928127826329612,Antimicrobial,0,1,492
OG0000271,jgi|Fusox2|5617,32.345156794425094,0.0026421526314062,Non-antimicrobial,0,0,493
OG0000504,jgi|Chalo1|382206,76.50965356169715,0.6994877923370595,Antimicrobial,0,0,494
OG0000623,jgi|Daces1|535707,63.0060249150623,0.8510179229372794,Antimicrobial,0,0,495
OG0000586,jgi|Lepor2|57835,75.38631237848348,0.9732399861187832,Antimicrobial,1,0,496
OG0000588,jgi|Phimu1|599782,77.41044303797469,0.9339408983011368,Antimicrobial,0,0,497
OG0000433,jgi|Botci1|10612,81.16871028477289,0.9877109036009868,Antimicrobial,0,0,498
OG0000470,TKY85877,72.57392684610076,0.9969812684125698,Antimicrobial,0,0,499
OG0000377,jgi|Fustri1|533981,78.92163912218912,0.9443470872499232,Antimicrobial,0,0,500
OG0000631,jgi|Colch1|10283,58.0620521945433,0.9872772021609774,Antimicrobial,0,0,501
OG0000329,jgi|Fusox2|16369,42.54390547263682,0.0666677179135764,Non-antimicrobial,0,0,502
OG0000525,jgi|Macph1|207,69.2800726942299,0.479472363401754,Non-antimicrobial,0,0,503
OG0000439,jgi|Perma1|527844,80.62196658097686,0.9740046274401806,Antimicrobial,0,0,504
OG0000545,jgi|Pyrly1|425279,74.16091583584513,0.9063039528497864,Antimicrobial,1,0,505
OG0000614,jgi|Oidma1|167064,66.97203155183516,0.9895205880017294,Antimicrobial,0,0,506
OG0000646,jgi|Melbi2|536891,47.92915637860082,0.1081252479441764,Non-antimicrobial,0,1,507
OG0000633,jgi|Colto1|8156,86.18356234096692,0.0119442949933401,Non-antimicrobial,1,0,508
OG0000519,TKY90098,39.269836289222376,0.304376425151768,Non-antimicrobial,0,0,509
OG0000552,jgi|Pyrly1|426659,79.14658278524449,0.1884466874245561,Non-antimicrobial,0,0,510
OG0000596,jgi|Fusso1|473567,72.29036221243271,0.7182705478836526,Antimicrobial,0,1,511
OG0000644,jgi|Fusox2|6888,52.01368882019578,0.143601498204919,Non-antimicrobial,0,1,512
OG0000634,jgi|Fusco1|520506,74.85669651741293,0.4058135279282961,Non-antimicrobial,1,1,513
OG0000513,jgi|Galma1|153171,85.58576600441502,0.8880353876401405,Antimicrobial,1,0,514
OG0000286,jgi|PleosPC15_1|156208,88.87064139941691,0.7151347613123765,Antimicrobial,0,0,515
OG0000491,jgi|Phisc1|368255,33.06032558139535,0.4744637979120069,Non-antimicrobial,0,0,516
OG0000537,jgi|Fusven1|530969,83.60755247242975,0.5119844495148688,Antimicrobial,0,0,517
OG0000469,jgi|Altal1|612223,81.37709031198686,0.2193444702236286,Non-antimicrobial,0,0,518
OG0000299,MGG_08373T0,74.26913223140495,0.9714154472577152,Antimicrobial,0,0,519
OG0000406,jgi|TriviGv29_8_2|156047,90.00639539204757,0.8068558970557671,Antimicrobial,1,0,520
OG0000436,jgi|Pyrly1|447644,67.48602760164118,0.0168682489249218,Non-antimicrobial,0,1,521
OG0000515,jgi|Fusoxys1|829224,57.53995652173914,0.12126882638874,Non-antimicrobial,0,0,522
OG0000632,jgi|Altro1|20227,63.5908442056792,0.5566171361119744,Antimicrobial,0,0,523
OG0000527,jgi|Hebcy2|16583,81.2396872828353,0.6559824892037966,Antimicrobial,1,0,524
OG0000664,jgi|Cylol1|554834,55.36076655052264,0.0676908123809393,Non-antimicrobial,0,0,525
OG0000569,jgi|Colto1|10479,88.28397149245389,0.4472042245651134,Non-antimicrobial,1,0,526
OG0000612,jgi|Fusso1|597486,84.56266282676118,0.0383178542805038,Non-antimicrobial,1,0,527
OG0000621,jgi|Fusco1|635339,83.89160694896852,0.9663688219150676,Antimicrobial,0,0,528
OG0000547,jgi|Fusre1|566934,86.96734609841467,0.4200894534042902,Non-antimicrobial,0,0,529
OG0000656,jgi|Fusoxy1|676223,87.40079416531604,0.8091347381407188,Antimicrobial,1,0,530
OG0000603,jgi|Fusco1|592897,93.03200457815564,0.9431002781728944,Antimicrobial,0,0,531
OG0000589,jgi|Fustr1|391678,81.9543469656992,0.9916421002579798,Antimicrobial,0,0,532
OG0000473,jgi|Colto1|8066,70.1807908992416,0.9594904875000748,Antimicrobial,0,0,533
OG0000369,jgi|Lacbi2|250557,83.18025044722718,0.9989228952638824,Antimicrobial,0,0,534
OG0000391,jgi|Fusso1|495543,82.41587314662273,0.7742305300293025,Antimicrobial,0,0,535
OG0000669,jgi|Fusoxys1|344784,69.21547440273038,0.09319212502402,Non-antimicrobial,0,0,536
OG0000654,jgi|Fuscu1|7491,84.7447943402435,0.0024600877437672,Non-antimicrobial,0,1,537
OG0000554,jgi|Asptaic1|190906,64.88968181818181,0.0933296219098749,Non-antimicrobial,0,0,538
OG0000417,jgi|Fusco1|704010,64.97101847679134,0.9923587298935808,Antimicrobial,0,1,539
OG0000665,jgi|Fusox2|23706,72.28191720569211,0.8977198847723276,Antimicrobial,0,0,540
OG0000574,jgi|Lepor2|560736,72.0361887477314,0.7379254820222179,Antimicrobial,0,0,541
OG0000613,jgi|Colhig2|4633,44.66824034334764,0.0156626239557901,Non-antimicrobial,0,1,542
OG0000536,jgi|Parch1|524819,86.8433867241645,0.5203745321490423,Antimicrobial,1,0,543
OG0000642,jgi|Fusre1|703922,63.43750262329485,0.8874056399492442,Antimicrobial,0,0,544
OG0000529,jgi|Fusox2|4910,80.79007338225485,0.3262583603230393,Non-antimicrobial,0,0,545
OG0000500,jgi|Cocsa1|115299,80.89461077844311,0.7330756198825116,Antimicrobial,0,0,546
OG0000452,jgi|Fusco1|608892,85.23236111111112,0.976353237861362,Antimicrobial,0,0,547
OG0000673,jgi|Fusoxy1|629179,48.33750988142293,0.0582698358996666,Non-antimicrobial,0,0,548
OG0000422,jgi|Chame1|412482,85.39968478260869,0.3588774061725181,Non-antimicrobial,0,0,549
OG0000679,jgi|Fusve2|19201,50.52335209003216,0.0137125962242501,Non-antimicrobial,0,0,550
OG0000558,jgi|Cadsp1|413999,85.90169476486246,0.9917027849867546,Antimicrobial,0,0,551
OG0000581,jgi|Galma1|59305,80.04157098984172,0.9641052477615512,Antimicrobial,0,0,552
