#name	length
jgi|Colto1|11831|CT0861_12224T0	131
jgi|Colto1|11838|CT0861_07110T0	320
jgi|Colto1|11858|CT0861_06293T0	79
jgi|Colto1|11862|CT0861_06278T0	581
jgi|Colto1|11881|CT0861_12049T0	478
jgi|Colto1|11883|CT0861_06273T0	126
jgi|Colto1|11891|CT0861_01595T0	281
jgi|Colto1|11907|CT0861_01592T0	335
jgi|Colto1|1190|CT0861_01667T0	441
jgi|Colto1|11934|CT0861_01627T0	180
jgi|Colto1|11936|CT0861_01632T0	383
jgi|Colto1|11937|CT0861_01607T0	481
jgi|Colto1|11941|CT0861_01629T0	121
jgi|Colto1|1194|CT0861_01670T0	533
jgi|Colto1|11964|CT0861_06857T0	303
jgi|Colto1|11970|CT0861_09098T0	833
jgi|Colto1|11971|CT0861_09083T0	347
jgi|Colto1|11974|CT0861_09089T0	204
jgi|Colto1|11978|CT0861_12717T0	875
jgi|Colto1|11979|CT0861_09096T0	489
jgi|Colto1|1197|CT0861_01668T0	342
jgi|Colto1|11982|CT0861_09088T0	277
jgi|Colto1|11991|CT0861_12719T0	269
jgi|Colto1|11996|CT0861_07021T0	572
jgi|Colto1|12020|CT0861_01141T0	809
jgi|Colto1|12021|CT0861_01151T0	1219
jgi|Colto1|12027|CT0861_01149T0	192
jgi|Colto1|12028|CT0861_10821T0	235
jgi|Colto1|12030|CT0861_01147T0	1029
jgi|Colto1|12038|CT0861_09554T0	206
jgi|Colto1|1204|CT0861_10941T0	168
jgi|Colto1|12054|CT0861_09570T0	310
jgi|Colto1|12058|CT0861_09571T0	113
jgi|Colto1|12065|CT0861_09555T0	125
jgi|Colto1|12076|CT0861_01828T0	417
jgi|Colto1|12091|CT0861_07060T0	461
jgi|Colto1|12096|CT0861_07050T0	372
jgi|Colto1|12109|CT0861_07054T0	333
jgi|Colto1|12111|CT0861_12204T0	351
jgi|Colto1|12114|CT0861_06129T0	1075
jgi|Colto1|12124|CT0861_02375T0	204
jgi|Colto1|1218|CT0861_13098T0	546
jgi|Colto1|12215|CT0861_05400T0	691
jgi|Colto1|12234|CT0861_12626T0	197
jgi|Colto1|12238|CT0861_12618T0	162
jgi|Colto1|12246|CT0861_12622T0	401
jgi|Colto1|12257|CT0861_08684T0	494
jgi|Colto1|12259|CT0861_08693T0	535
jgi|Colto1|12260|CT0861_08669T0	196
jgi|Colto1|12269|CT0861_12627T0	808
jgi|Colto1|1227|CT0861_12099T0	594
jgi|Colto1|12290|CT0861_01355T0	102
jgi|Colto1|12295|CT0861_10662T0	47
jgi|Colto1|1232|CT0861_06581T0	290
jgi|Colto1|12340|CT0861_12513T0	648
jgi|Colto1|12349|CT0861_11154T0	440
jgi|Colto1|12370|CT0861_12761T0	137
jgi|Colto1|12372|CT0861_12762T0	167
jgi|Colto1|12384|CT0861_12763T0	235
jgi|Colto1|12385|CT0861_12764T0	148
jgi|Colto1|12394|CT0861_06450T0	794
jgi|Colto1|12421|CT0861_07309T0	600
jgi|Colto1|1243|CT0861_06589T0	276
jgi|Colto1|12442|CT0861_09408T0	241
jgi|Colto1|12443|CT0861_09411T0	108
jgi|Colto1|12444|CT0861_09401T0	259
jgi|Colto1|1245|CT0861_12101T0	250
jgi|Colto1|12463|CT0861_04540T0	162
jgi|Colto1|12467|CT0861_04546T0	231
jgi|Colto1|12477|CT0861_04547T0	97
jgi|Colto1|12479|CT0861_04533T0	203
jgi|Colto1|1247|CT0861_06573T0	633
jgi|Colto1|12490|CT0861_12170T0	636
jgi|Colto1|12491|CT0861_06931T0	481
jgi|Colto1|12497|CT0861_06923T0	458
jgi|Colto1|1251|CT0861_07206T0	379
jgi|Colto1|1254|CT0861_12251T0	498
jgi|Colto1|1257|CT0861_07216T0	261
jgi|Colto1|1261|CT0861_07222T0	312
jgi|Colto1|1267|CT0861_07205T0	247
jgi|Colto1|126|CT0861_08956T0	123
jgi|Colto1|1270|CT0861_07215T0	248
jgi|Colto1|1271|CT0861_12253T0	213
jgi|Colto1|1273|CT0861_11326T0	294
jgi|Colto1|127|CT0861_08970T0	95
jgi|Colto1|1281|CT0861_03324T0	699
jgi|Colto1|1282|CT0861_03330T0	309
jgi|Colto1|1283|CT0861_03345T0	361
jgi|Colto1|1285|CT0861_03320T0	785
jgi|Colto1|1293|CT0861_11330T0	82
jgi|Colto1|1294|CT0861_03336T0	357
jgi|Colto1|1295|CT0861_03342T0	588
jgi|Colto1|1296|CT0861_03311T0	266
jgi|Colto1|129|CT0861_08945T0	335
jgi|Colto1|12|CT0861_13087T0	518
jgi|Colto1|1305|CT0861_03341T0	103
jgi|Colto1|1323|CT0861_03331T0	585
jgi|Colto1|1328|CT0861_03299T0	100
jgi|Colto1|1329|CT0861_03301T0	550
jgi|Colto1|1334|CT0861_11310T0	345
jgi|Colto1|1337|CT0861_11318T0	258
jgi|Colto1|1342|CT0861_03298T0	247
jgi|Colto1|1344|CT0861_03296T0	238
jgi|Colto1|1374|CT0861_11306T0	361
jgi|Colto1|1382|CT0861_12961T0	250
jgi|Colto1|1384|CT0861_12950T0	544
jgi|Colto1|1388|CT0861_09993T0	606
jgi|Colto1|1393|CT0861_09981T0	652
jgi|Colto1|1396|CT0861_12954T0	484
jgi|Colto1|13|CT0861_13086T0	164
jgi|Colto1|1407|CT0861_09986T0	466
jgi|Colto1|1409|CT0861_09972T0	229
jgi|Colto1|1412|CT0861_12959T0	432
jgi|Colto1|1428|CT0861_07168T0	76
jgi|Colto1|142|CT0861_08969T0	83
jgi|Colto1|1464|CT0861_03834T0	347
jgi|Colto1|1470|CT0861_03814T0	263
jgi|Colto1|1472|CT0861_03812T0	521
jgi|Colto1|1477|CT0861_03837T0	639
jgi|Colto1|1478|CT0861_03826T0	557
jgi|Colto1|1479|CT0861_11451T0	381
jgi|Colto1|1480|CT0861_11446T0	556
jgi|Colto1|1481|CT0861_03808T0	771
jgi|Colto1|1488|CT0861_03813T0	259
jgi|Colto1|1489|CT0861_11450T0	595
jgi|Colto1|1491|CT0861_03803T0	225
jgi|Colto1|14|CT0861_10528T0	192
jgi|Colto1|1514|CT0861_00406T0	309
jgi|Colto1|1526|CT0861_08847T0	366
jgi|Colto1|1545|CT0861_08205T0	162
jgi|Colto1|1569|CT0861_12689T0	371
jgi|Colto1|1570|CT0861_08991T0	730
jgi|Colto1|1586|CT0861_09101T0	312
jgi|Colto1|1589|CT0861_12722T0	206
jgi|Colto1|1621|CT0861_12587T0	333
jgi|Colto1|1636|CT0861_08562T0	489
jgi|Colto1|1642|CT0861_08564T0	148
jgi|Colto1|1658|CT0861_11465T0	891
jgi|Colto1|1662|CT0861_11466T0	757
jgi|Colto1|1670|CT0861_03933T0	333
jgi|Colto1|1672|CT0861_03917T0	462
jgi|Colto1|1678|CT0861_03919T0	556
jgi|Colto1|1700|CT0861_10121T0	399
jgi|Colto1|1706|CT0861_10129T0	1194
jgi|Colto1|1707|CT0861_10125T0	98
jgi|Colto1|1718|CT0861_01219T0	303
jgi|Colto1|1726|CT0861_01217T0	266
jgi|Colto1|1730|CT0861_11093T0	449
jgi|Colto1|1796|CT0861_12187T0	324
jgi|Colto1|179|CT0861_03770T0	228
jgi|Colto1|1816|CT0861_11283T0	372
jgi|Colto1|1826|CT0861_05206T0	554
jgi|Colto1|1831|CT0861_11772T0	575
jgi|Colto1|1846|CT0861_12358T0	301
jgi|Colto1|1859|CT0861_09494T0	442
jgi|Colto1|1866|CT0861_12827T0	398
jgi|Colto1|1867|CT0861_11512T0	558
jgi|Colto1|1893|CT0861_12155T0	432
jgi|Colto1|1912|CT0861_03135T0	264
jgi|Colto1|1930|CT0861_09029T0	96
jgi|Colto1|1931|CT0861_12703T0	231
jgi|Colto1|1956|CT0861_09017T0	801
jgi|Colto1|1988|CT0861_12923T0	139
jgi|Colto1|198|CT0861_03749T0	143
jgi|Colto1|1995|CT0861_07479T0	385
jgi|Colto1|19|CT0861_00128T0	252
jgi|Colto1|2025|CT0861_13166T0	131
jgi|Colto1|203|CT0861_03739T0	127
jgi|Colto1|2060|CT0861_07287T0	225
jgi|Colto1|2062|CT0861_07288T0	534
jgi|Colto1|2067|CT0861_07292T0	266
jgi|Colto1|2071|CT0861_07274T0	547
jgi|Colto1|2072|CT0861_07293T0	428
jgi|Colto1|2073|CT0861_07286T0	309
jgi|Colto1|2074|CT0861_07285T0	302
jgi|Colto1|2078|CT0861_07279T0	308
jgi|Colto1|2080|CT0861_07284T0	186
jgi|Colto1|2083|CT0861_07269T0	266
jgi|Colto1|2093|CT0861_03553T0	345
jgi|Colto1|2103|CT0861_11519T0	520
jgi|Colto1|2114|CT0861_04181T0	790
jgi|Colto1|211|CT0861_03720T0	105
jgi|Colto1|2149|CT0861_00786T0	498
jgi|Colto1|2158|CT0861_10736T0	444
jgi|Colto1|2159|CT0861_00808T0	315
jgi|Colto1|2162|CT0861_00805T0	285
jgi|Colto1|2163|CT0861_10746T0	470
jgi|Colto1|2164|CT0861_00814T0	309
jgi|Colto1|2173|CT0861_10748T0	1427
jgi|Colto1|2188|CT0861_00835T0	274
jgi|Colto1|2209|CT0861_00844T0	362
jgi|Colto1|220|CT0861_03726T0	186
jgi|Colto1|2218|CT0861_05696T0	328
jgi|Colto1|2226|CT0861_05694T0	601
jgi|Colto1|2230|CT0861_11909T0	554
jgi|Colto1|2231|CT0861_11913T0	156
jgi|Colto1|2237|CT0861_11911T0	92
jgi|Colto1|2238|CT0861_05712T0	225
jgi|Colto1|2240|CT0861_05701T0	250
jgi|Colto1|2241|CT0861_05725T0	98
jgi|Colto1|224|CT0861_03731T0	200
jgi|Colto1|225|CT0861_03725T0	71
jgi|Colto1|2263|CT0861_11000T0	420
jgi|Colto1|2270|CT0861_01986T0	94
jgi|Colto1|2271|CT0861_10998T0	795
jgi|Colto1|2298|CT0861_09806T0	499
jgi|Colto1|229|CT0861_11422T0	237
jgi|Colto1|2309|CT0861_03597T0	315
jgi|Colto1|2315|CT0861_03595T0	467
jgi|Colto1|2317|CT0861_03588T0	134
jgi|Colto1|2336|CT0861_11579T0	112
jgi|Colto1|2339|CT0861_04461T0	177
jgi|Colto1|2343|CT0861_04463T0	306
jgi|Colto1|2350|CT0861_02600T0	262
jgi|Colto1|2360|CT0861_11143T0	433
jgi|Colto1|2373|CT0861_11142T0	178
jgi|Colto1|2374|CT0861_02597T0	520
jgi|Colto1|237|CT0861_11616T0	698
jgi|Colto1|2385|CT0861_07117T0	532
jgi|Colto1|2386|CT0861_07123T0	868
jgi|Colto1|2390|CT0861_12227T0	210
jgi|Colto1|2397|CT0861_12223T0	288
jgi|Colto1|2398|CT0861_07132T0	284
jgi|Colto1|2403|CT0861_07134T0	63
jgi|Colto1|2404|CT0861_07087T0	315
jgi|Colto1|2408|CT0861_07126T0	567
jgi|Colto1|2423|CT0861_10627T0	896
jgi|Colto1|2456|CT0861_10714T0	407
jgi|Colto1|2460|CT0861_10981T0	341
jgi|Colto1|2464|CT0861_01900T0	519
jgi|Colto1|2467|CT0861_01894T0	269
jgi|Colto1|2488|CT0861_12463T0	328
jgi|Colto1|2507|CT0861_12464T0	392
jgi|Colto1|2508|CT0861_12462T0	420
jgi|Colto1|2521|CT0861_13039T0	330
jgi|Colto1|2527|CT0861_10306T0	583
jgi|Colto1|2530|CT0861_10298T0	349
jgi|Colto1|2537|CT0861_10286T0	217
jgi|Colto1|2538|CT0861_13042T0	748
jgi|Colto1|2546|CT0861_10297T0	280
jgi|Colto1|2548|CT0861_07229T0	221
jgi|Colto1|2549|CT0861_12256T0	137
jgi|Colto1|255|CT0861_04650T0	984
jgi|Colto1|2571|CT0861_01126T0	99
jgi|Colto1|2575|CT0861_10816T0	1243
jgi|Colto1|2581|CT0861_10818T0	159
jgi|Colto1|2597|CT0861_03391T0	43
jgi|Colto1|2598|CT0861_03377T0	311
jgi|Colto1|259|CT0861_12343T0	296
jgi|Colto1|2610|CT0861_03436T0	502
jgi|Colto1|2611|CT0861_03413T0	882
jgi|Colto1|2619|CT0861_03434T0	242
jgi|Colto1|2620|CT0861_03399T0	491
jgi|Colto1|2622|CT0861_03403T0	220
jgi|Colto1|262|CT0861_12340T0	330
jgi|Colto1|2642|CT0861_03415T0	489
jgi|Colto1|2646|CT0861_11352T0	335
jgi|Colto1|2649|CT0861_03423T0	409
jgi|Colto1|2660|CT0861_08057T0	55
jgi|Colto1|2661|CT0861_08058T0	265
jgi|Colto1|2672|CT0861_12457T0	865
jgi|Colto1|2675|CT0861_12455T0	196
jgi|Colto1|2679|CT0861_08061T0	217
jgi|Colto1|2689|CT0861_12456T0	511
jgi|Colto1|2769|CT0861_11694T0	428
jgi|Colto1|2777|CT0861_04861T0	193
jgi|Colto1|2778|CT0861_11697T0	538
jgi|Colto1|2780|CT0861_02004T0	118
jgi|Colto1|278|CT0861_07632T0	429
jgi|Colto1|2795|CT0861_11801T0	642
jgi|Colto1|2796|CT0861_05281T0	494
jgi|Colto1|2797|CT0861_11803T0	659
jgi|Colto1|27|CT0861_00131T0	242
jgi|Colto1|2811|CT0861_03258T0	75
jgi|Colto1|285|CT0861_12244T0	417
jgi|Colto1|2881|CT0861_09608T0	454
jgi|Colto1|2883|CT0861_12849T0	408
jgi|Colto1|2892|CT0861_12853T0	529
jgi|Colto1|2893|CT0861_09610T0	76
jgi|Colto1|2898|CT0861_09599T0	58
jgi|Colto1|2899|CT0861_07076T0	129
jgi|Colto1|2913|CT0861_01870T0	141
jgi|Colto1|2922|CT0861_04227T0	394
jgi|Colto1|2924|CT0861_04224T0	217
jgi|Colto1|2929|CT0861_04233T0	173
jgi|Colto1|292|CT0861_12869T0	593
jgi|Colto1|2931|CT0861_04229T0	552
jgi|Colto1|2935|CT0861_11537T0	513
jgi|Colto1|2949|CT0861_01547T0	357
jgi|Colto1|2950|CT0861_01525T0	546
jgi|Colto1|2963|CT0861_01541T0	178
jgi|Colto1|2966|CT0861_10903T0	1442
jgi|Colto1|2970|CT0861_01549T0	118
jgi|Colto1|2992|CT0861_07925T0	366
jgi|Colto1|2999|CT0861_07922T0	590
jgi|Colto1|29|CT0861_00117T0	125
jgi|Colto1|2|CT0861_06122T0	120
jgi|Colto1|3000|CT0861_12418T0	303
jgi|Colto1|3003|CT0861_12415T0	713
jgi|Colto1|3012|CT0861_07332T0	508
jgi|Colto1|3021|CT0861_06415T0	512
jgi|Colto1|3022|CT0861_06433T0	2331
jgi|Colto1|3023|CT0861_06427T0	586
jgi|Colto1|3024|CT0861_06443T0	904
jgi|Colto1|3040|CT0861_06426T0	568
jgi|Colto1|3067|CT0861_02830T0	648
jgi|Colto1|3079|CT0861_02836T0	222
jgi|Colto1|3089|CT0861_03702T0	590
jgi|Colto1|3097|CT0861_03700T0	1047
jgi|Colto1|3126|CT0861_08309T0	537
jgi|Colto1|3133|CT0861_08319T0	137
jgi|Colto1|3140|CT0861_08305T0	348
jgi|Colto1|315|CT0861_10631T0	676
jgi|Colto1|3161|CT0861_11088T0	421
jgi|Colto1|3169|CT0861_11091T0	188
jgi|Colto1|317|CT0861_00374T0	240
jgi|Colto1|3181|CT0861_02631T0	437
jgi|Colto1|31|CT0861_00113T0	290
jgi|Colto1|3228|CT0861_06689T0	228
jgi|Colto1|3235|CT0861_00756T0	354
jgi|Colto1|3237|CT0861_00750T0	394
jgi|Colto1|3263|CT0861_00553T0	706
jgi|Colto1|326|CT0861_13024T0	362
jgi|Colto1|327|CT0861_13027T0	291
jgi|Colto1|3298|CT0861_02162T0	822
jgi|Colto1|3308|CT0861_02173T0	508
jgi|Colto1|3313|CT0861_02166T0	400
jgi|Colto1|3328|CT0861_08627T0	438
jgi|Colto1|3334|CT0861_11951T0	633
jgi|Colto1|3339|CT0861_13075T0	314
jgi|Colto1|333|CT0861_10217T0	275
jgi|Colto1|3340|CT0861_10502T0	616
jgi|Colto1|3360|CT0861_07782T0	366
jgi|Colto1|3361|CT0861_07779T0	267
jgi|Colto1|3362|CT0861_07774T0	272
jgi|Colto1|3365|CT0861_07769T0	281
jgi|Colto1|3368|CT0861_12441T0	364
jgi|Colto1|3385|CT0861_11203T0	383
jgi|Colto1|3386|CT0861_11204T0	240
jgi|Colto1|3399|CT0861_02883T0	382
jgi|Colto1|33|CT0861_00120T0	346
jgi|Colto1|3400|CT0861_11206T0	223
jgi|Colto1|3401|CT0861_11201T0	422
jgi|Colto1|3428|CT0861_00477T0	422
jgi|Colto1|3441|CT0861_12668T0	743
jgi|Colto1|3461|CT0861_12670T0	274
jgi|Colto1|3487|CT0861_05257T0	681
jgi|Colto1|3501|CT0861_05181T0	552
jgi|Colto1|3514|CT0861_12802T0	4538
jgi|Colto1|3515|CT0861_09422T0	233
jgi|Colto1|3522|CT0861_04489T0	437
jgi|Colto1|3524|CT0861_04491T0	366
jgi|Colto1|3531|CT0861_04484T0	428
jgi|Colto1|3538|CT0861_06604T0	755
jgi|Colto1|3539|CT0861_06599T0	323
jgi|Colto1|3543|CT0861_12107T0	453
jgi|Colto1|3550|CT0861_12109T0	201
jgi|Colto1|3552|CT0861_12338T0	311
jgi|Colto1|3556|CT0861_08595T0	356
jgi|Colto1|3577|CT0861_02186T0	168
jgi|Colto1|3578|CT0861_11054T0	210
jgi|Colto1|3587|CT0861_01906T0	776
jgi|Colto1|359|CT0861_01057T0	217
jgi|Colto1|3605|CT0861_06618T0	389
jgi|Colto1|361|CT0861_01054T0	447
jgi|Colto1|3648|CT0861_00907T0	220
jgi|Colto1|3649|CT0861_00899T0	749
jgi|Colto1|3650|CT0861_00904T0	609
jgi|Colto1|3652|CT0861_01934T0	526
jgi|Colto1|3662|CT0861_05158T0	497
jgi|Colto1|3668|CT0861_05168T0	213
jgi|Colto1|3675|CT0861_05159T0	299
jgi|Colto1|3689|CT0861_08802T0	341
jgi|Colto1|3692|CT0861_08803T0	169
jgi|Colto1|3697|CT0861_09451T0	328
jgi|Colto1|369|CT0861_01061T0	190
jgi|Colto1|3707|CT0861_09455T0	493
jgi|Colto1|3712|CT0861_10538T0	139
jgi|Colto1|3726|CT0861_09740T0	172
jgi|Colto1|3727|CT0861_12886T0	395
jgi|Colto1|3736|CT0861_12892T0	567
jgi|Colto1|3737|CT0861_12890T0	1490
jgi|Colto1|3789|CT0861_12532T0	393
jgi|Colto1|37|CT0861_10564T0	539
jgi|Colto1|3804|CT0861_08365T0	366
jgi|Colto1|3805|CT0861_08375T0	263
jgi|Colto1|3806|CT0861_08376T0	768
jgi|Colto1|3812|CT0861_02590T0	89
jgi|Colto1|3813|CT0861_02592T0	205
jgi|Colto1|3820|CT0861_11139T0	497
jgi|Colto1|3824|CT0861_02580T0	211
jgi|Colto1|3829|CT0861_13112T0	575
jgi|Colto1|382|CT0861_10806T0	431
jgi|Colto1|3833|CT0861_11296T0	520
jgi|Colto1|3835|CT0861_04206T0	767
jgi|Colto1|3837|CT0861_04209T0	143
jgi|Colto1|3843|CT0861_10412T0	535
jgi|Colto1|3847|CT0861_10396T0	291
jgi|Colto1|3862|CT0861_02953T0	526
jgi|Colto1|3877|CT0861_08229T0	689
jgi|Colto1|3878|CT0861_08226T0	210
jgi|Colto1|3885|CT0861_08232T0	245
jgi|Colto1|3888|CT0861_08216T0	128
jgi|Colto1|388|CT0861_01072T0	288
jgi|Colto1|3890|CT0861_08213T0	548
jgi|Colto1|3893|CT0861_08217T0	542
jgi|Colto1|3897|CT0861_08222T0	285
jgi|Colto1|3909|CT0861_04587T0	170
jgi|Colto1|3933|CT0861_07251T0	396
jgi|Colto1|3944|CT0861_08256T0	178
jgi|Colto1|3945|CT0861_08261T0	332
jgi|Colto1|3946|CT0861_08258T0	1185
jgi|Colto1|3950|CT0861_12503T0	342
jgi|Colto1|3955|CT0861_12504T0	309
jgi|Colto1|3960|CT0861_12502T0	876
jgi|Colto1|3964|CT0861_08259T0	642
jgi|Colto1|3971|CT0861_11227T0	279
jgi|Colto1|3976|CT0861_11228T0	351
jgi|Colto1|3983|CT0861_02993T0	380
jgi|Colto1|3995|CT0861_02994T0	433
jgi|Colto1|3996|CT0861_11226T0	418
jgi|Colto1|4029|CT0861_05070T0	250
jgi|Colto1|4030|CT0861_05075T0	656
jgi|Colto1|4060|CT0861_00229T0	214
jgi|Colto1|4061|CT0861_10600T0	455
jgi|Colto1|4062|CT0861_00233T0	295
jgi|Colto1|4069|CT0861_00240T0	221
jgi|Colto1|406|CT0861_00706T0	920
jgi|Colto1|4070|CT0861_00238T0	263
jgi|Colto1|4082|CT0861_11780T0	560
jgi|Colto1|4089|CT0861_05213T0	355
jgi|Colto1|4090|CT0861_11777T0	404
jgi|Colto1|4124|CT0861_10928T0	447
jgi|Colto1|4126|CT0861_01649T0	382
jgi|Colto1|4138|CT0861_01650T0	165
jgi|Colto1|4147|CT0861_10968T0	201
jgi|Colto1|4149|CT0861_13178T0	313
jgi|Colto1|4153|CT0861_03439T0	268
jgi|Colto1|4154|CT0861_12448T0	516
jgi|Colto1|4156|CT0861_08037T0	460
jgi|Colto1|4163|CT0861_12447T0	421
jgi|Colto1|4168|CT0861_08034T0	371
jgi|Colto1|4177|CT0861_11976T0	320
jgi|Colto1|4189|CT0861_11975T0	84
jgi|Colto1|4211|CT0861_10257T0	251
jgi|Colto1|4213|CT0861_10255T0	723
jgi|Colto1|4262|CT0861_08773T0	783
jgi|Colto1|4263|CT0861_08774T0	150
jgi|Colto1|4264|CT0861_12647T0	120
jgi|Colto1|4265|CT0861_08784T0	136
jgi|Colto1|4267|CT0861_08772T0	393
jgi|Colto1|4273|CT0861_08770T0	522
jgi|Colto1|4276|CT0861_08783T0	582
jgi|Colto1|4280|CT0861_08779T0	566
jgi|Colto1|4284|CT0861_04758T0	122
jgi|Colto1|4287|CT0861_00218T0	286
jgi|Colto1|4299|CT0861_00209T0	584
jgi|Colto1|4314|CT0861_10985T0	641
jgi|Colto1|4327|CT0861_01378T0	354
jgi|Colto1|432|CT0861_04512T0	710
jgi|Colto1|4343|CT0861_12829T0	386
jgi|Colto1|4351|CT0861_08703T0	98
jgi|Colto1|4352|CT0861_08708T0	244
jgi|Colto1|4353|CT0861_12631T0	119
jgi|Colto1|4365|CT0861_11853T0	458
jgi|Colto1|438|CT0861_04517T0	526
jgi|Colto1|439|CT0861_11589T0	160
jgi|Colto1|4402|CT0861_11477T0	381
jgi|Colto1|4414|CT0861_03994T0	558
jgi|Colto1|4415|CT0861_03987T0	170
jgi|Colto1|441|CT0861_04502T0	97
jgi|Colto1|4423|CT0861_03980T0	167
jgi|Colto1|4428|CT0861_11481T0	928
jgi|Colto1|4430|CT0861_11484T0	968
jgi|Colto1|4431|CT0861_04023T0	359
jgi|Colto1|4434|CT0861_04016T0	372
jgi|Colto1|4436|CT0861_04005T0	364
jgi|Colto1|443|CT0861_04510T0	223
jgi|Colto1|4441|CT0861_04006T0	705
jgi|Colto1|4444|CT0861_04007T0	314
jgi|Colto1|4454|CT0861_11480T0	423
jgi|Colto1|4464|CT0861_04018T0	140
jgi|Colto1|4465|CT0861_11483T0	181
jgi|Colto1|4468|CT0861_04029T0	590
jgi|Colto1|4477|CT0861_11584T0	1010
jgi|Colto1|4485|CT0861_01719T0	195
jgi|Colto1|4487|CT0861_01718T0	118
jgi|Colto1|4491|CT0861_01715T0	312
jgi|Colto1|4499|CT0861_05482T0	766
jgi|Colto1|4510|CT0861_05471T0	178
jgi|Colto1|4516|CT0861_11857T0	299
jgi|Colto1|4525|CT0861_05486T0	153
jgi|Colto1|452|CT0861_02947T0	194
jgi|Colto1|4530|CT0861_05502T0	190
jgi|Colto1|4536|CT0861_05496T0	499
jgi|Colto1|4544|CT0861_10909T0	188
jgi|Colto1|4547|CT0861_01555T0	519
jgi|Colto1|4551|CT0861_01563T0	300
jgi|Colto1|4552|CT0861_01554T0	50
jgi|Colto1|4557|CT0861_10904T0	210
jgi|Colto1|4558|CT0861_10905T0	305
jgi|Colto1|455|CT0861_02941T0	476
jgi|Colto1|4567|CT0861_10907T0	144
jgi|Colto1|4580|CT0861_10766T0	182
jgi|Colto1|4582|CT0861_00920T0	605
jgi|Colto1|4596|CT0861_10770T0	642
jgi|Colto1|4626|CT0861_10776T0	443
jgi|Colto1|4628|CT0861_10778T0	5267
jgi|Colto1|4644|CT0861_00998T0	154
jgi|Colto1|4657|CT0861_00984T0	557
jgi|Colto1|4659|CT0861_00996T0	644
jgi|Colto1|4664|CT0861_10781T0	354
jgi|Colto1|4666|CT0861_10779T0	250
jgi|Colto1|4667|CT0861_00988T0	99
jgi|Colto1|4677|CT0861_10374T0	96
jgi|Colto1|4681|CT0861_10360T0	1466
jgi|Colto1|4701|CT0861_12807T0	247
jgi|Colto1|4727|CT0861_01536T0	375
jgi|Colto1|4731|CT0861_00782T0	549
jgi|Colto1|4739|CT0861_00773T0	597
jgi|Colto1|4742|CT0861_00778T0	273
jgi|Colto1|4744|CT0861_10734T0	371
jgi|Colto1|476|CT0861_11194T0	462
jgi|Colto1|477|CT0861_02813T0	513
jgi|Colto1|478|CT0861_02820T0	669
jgi|Colto1|4795|CT0861_04972T0	166
jgi|Colto1|4796|CT0861_04971T0	90
jgi|Colto1|480|CT0861_02821T0	559
jgi|Colto1|4821|CT0861_02505T0	387
jgi|Colto1|483|CT0861_02823T0	157
jgi|Colto1|484|CT0861_02817T0	758
jgi|Colto1|4858|CT0861_05299T0	254
jgi|Colto1|4860|CT0861_05290T0	383
jgi|Colto1|4866|CT0861_11811T0	611
jgi|Colto1|4867|CT0861_05310T0	479
jgi|Colto1|486|CT0861_12756T0	610
jgi|Colto1|4886|CT0861_05328T0	40
jgi|Colto1|494|CT0861_09253T0	422
jgi|Colto1|4964|CT0861_00277T0	81
jgi|Colto1|4966|CT0861_00274T0	173
jgi|Colto1|4967|CT0861_00271T0	587
jgi|Colto1|4978|CT0861_04130T0	453
jgi|Colto1|49|CT0861_12675T0	312
jgi|Colto1|5024|CT0861_05033T0	455
jgi|Colto1|5025|CT0861_05029T0	515
jgi|Colto1|5047|CT0861_06957T0	239
jgi|Colto1|5053|CT0861_04301T0	302
jgi|Colto1|5055|CT0861_04293T0	75
jgi|Colto1|5066|CT0861_12328T0	154
jgi|Colto1|5084|CT0861_11738T0	613
jgi|Colto1|5086|CT0861_11737T0	796
jgi|Colto1|5087|CT0861_11734T0	662
jgi|Colto1|5088|CT0861_05043T0	435
jgi|Colto1|5091|CT0861_05041T0	398
jgi|Colto1|5103|CT0861_06990T0	140
jgi|Colto1|510|CT0861_09238T0	111
jgi|Colto1|5121|CT0861_06984T0	264
jgi|Colto1|5123|CT0861_06994T0	640
jgi|Colto1|5126|CT0861_12180T0	354
jgi|Colto1|5127|CT0861_06977T0	484
jgi|Colto1|5133|CT0861_11955T0	285
jgi|Colto1|5134|CT0861_05904T0	382
jgi|Colto1|5142|CT0861_05899T0	567
jgi|Colto1|5144|CT0861_05897T0	403
jgi|Colto1|5145|CT0861_05914T0	438
jgi|Colto1|5146|CT0861_11953T0	303
jgi|Colto1|5151|CT0861_05898T0	347
jgi|Colto1|5155|CT0861_11956T0	265
jgi|Colto1|5189|CT0861_12837T0	362
jgi|Colto1|5192|CT0861_12838T0	497
jgi|Colto1|5208|CT0861_07467T0	429
jgi|Colto1|5209|CT0861_07465T0	314
jgi|Colto1|5231|CT0861_10613T0	408
jgi|Colto1|5241|CT0861_06237T0	123
jgi|Colto1|5242|CT0861_06236T0	121
jgi|Colto1|525|CT0861_11220T0	245
jgi|Colto1|5268|CT0861_11530T0	235
jgi|Colto1|5290|CT0861_08646T0	313
jgi|Colto1|5291|CT0861_08652T0	645
jgi|Colto1|5293|CT0861_12614T0	748
jgi|Colto1|5294|CT0861_12613T0	386
jgi|Colto1|5297|CT0861_08651T0	619
jgi|Colto1|5300|CT0861_08647T0	379
jgi|Colto1|5313|CT0861_06026T0	236
