Orthogroup	Coprinopsis	Rhizophagus	Verticillium
OG0000866		RhiirFUN_003363-T1_RhiirFUN_003363	
OG0000867		RhiirFUN_003469-T1_RhiirFUN_003469	
OG0000868		RhiirFUN_004008-T1_RhiirFUN_004008	
OG0000869		RhiirFUN_004011-T1_RhiirFUN_004011	
OG0000870		RhiirFUN_004101-T1_RhiirFUN_004101	
OG0000871		RhiirFUN_004480-T1_RhiirFUN_004480	
OG0000872		RhiirFUN_004525-T1_RhiirFUN_004525	
OG0000873		RhiirFUN_004550-T1_RhiirFUN_004550	
OG0000874		RhiirFUN_004731-T1_RhiirFUN_004731	
OG0000875		RhiirFUN_004775-T1_RhiirFUN_004775	
OG0000876		RhiirFUN_004797-T1_RhiirFUN_004797	
OG0000877		RhiirFUN_004893-T1_RhiirFUN_004893	
OG0000878		RhiirFUN_004894-T1_RhiirFUN_004894	
OG0000879		RhiirFUN_005173-T1_RhiirFUN_005173	
OG0000880		RhiirFUN_005266-T1_RhiirFUN_005266	
OG0000881		RhiirFUN_005280-T1_RhiirFUN_005280	
OG0000882		RhiirFUN_005668-T1_RhiirFUN_005668	
OG0000883		RhiirFUN_005724-T1_RhiirFUN_005724	
OG0000884		RhiirFUN_005790-T1_RhiirFUN_005790	
OG0000885		RhiirFUN_005863-T1_RhiirFUN_005863	
OG0000886		RhiirFUN_005887-T1_RhiirFUN_005887	
OG0000887		RhiirFUN_006208-T1_RhiirFUN_006208	
OG0000888		RhiirFUN_006211-T1_RhiirFUN_006211	
OG0000889		RhiirFUN_006213-T1_RhiirFUN_006213	
OG0000890		RhiirFUN_006247-T1_RhiirFUN_006247	
OG0000891		RhiirFUN_006478-T1_RhiirFUN_006478	
OG0000892		RhiirFUN_006492-T1_RhiirFUN_006492	
OG0000893		RhiirFUN_006556-T1_RhiirFUN_006556	
OG0000894		RhiirFUN_006651-T1_RhiirFUN_006651	
OG0000895		RhiirFUN_006682-T1_RhiirFUN_006682	
OG0000896		RhiirFUN_006728-T1_RhiirFUN_006728	
OG0000897		RhiirFUN_006804-T1_RhiirFUN_006804	
OG0000898		RhiirFUN_006809-T1_RhiirFUN_006809	
OG0000899		RhiirFUN_006832-T1_RhiirFUN_006832	
OG0000900		RhiirFUN_006903-T1_RhiirFUN_006903	
OG0000901		RhiirFUN_006964-T1_RhiirFUN_006964	
OG0000902		RhiirFUN_006970-T1_RhiirFUN_006970	
OG0000903		RhiirFUN_006972-T1_RhiirFUN_006972	
OG0000904		RhiirFUN_007048-T1_RhiirFUN_007048	
OG0000905		RhiirFUN_007120-T1_RhiirFUN_007120	
OG0000906		RhiirFUN_007129-T1_RhiirFUN_007129	
OG0000907		RhiirFUN_007139-T1_RhiirFUN_007139	
OG0000908		RhiirFUN_007244-T1_RhiirFUN_007244	
OG0000909		RhiirFUN_007329-T1_RhiirFUN_007329	
OG0000910		RhiirFUN_007457-T1_RhiirFUN_007457	
OG0000911		RhiirFUN_007478-T1_RhiirFUN_007478	
OG0000912		RhiirFUN_007486-T1_RhiirFUN_007486	
OG0000913		RhiirFUN_007519-T1_RhiirFUN_007519	
OG0000914		RhiirFUN_007577-T1_RhiirFUN_007577	
OG0000915		RhiirFUN_007642-T1_RhiirFUN_007642	
OG0000916		RhiirFUN_007659-T1_RhiirFUN_007659	
OG0000917		RhiirFUN_007968-T1_RhiirFUN_007968	
OG0000918		RhiirFUN_007978-T1_RhiirFUN_007978	
OG0000919		RhiirFUN_008617-T1_RhiirFUN_008617	
OG0000920		RhiirFUN_008761-T1_RhiirFUN_008761	
OG0000921		RhiirFUN_008891-T1_RhiirFUN_008891	
OG0000922		RhiirFUN_008938-T1_RhiirFUN_008938	
OG0000923		RhiirFUN_009161-T1_RhiirFUN_009161	
OG0000924		RhiirFUN_009240-T1_RhiirFUN_009240	
OG0000925		RhiirFUN_009299-T1_RhiirFUN_009299	
OG0000926		RhiirFUN_009461-T1_RhiirFUN_009461	
OG0000927		RhiirFUN_009590-T1_RhiirFUN_009590	
OG0000928		RhiirFUN_009827-T1_RhiirFUN_009827	
OG0000929		RhiirFUN_009964-T1_RhiirFUN_009964	
OG0000930		RhiirFUN_010118-T1_RhiirFUN_010118	
OG0000931		RhiirFUN_010126-T1_RhiirFUN_010126	
OG0000932		RhiirFUN_010439-T1_RhiirFUN_010439	
OG0000933		RhiirFUN_010585-T1_RhiirFUN_010585	
OG0000934		RhiirFUN_010618-T1_RhiirFUN_010618	
OG0000935		RhiirFUN_010735-T1_RhiirFUN_010735	
OG0000936		RhiirFUN_010741-T1_RhiirFUN_010741	
OG0000937		RhiirFUN_010770-T1_RhiirFUN_010770	
OG0000938		RhiirFUN_010801-T1_RhiirFUN_010801	
OG0000939		RhiirFUN_010877-T1_RhiirFUN_010877	
OG0000940		RhiirFUN_011142-T1_RhiirFUN_011142	
OG0000941		RhiirFUN_011152-T1_RhiirFUN_011152	
OG0000942		RhiirFUN_011179-T1_RhiirFUN_011179	
OG0000943		RhiirFUN_011231-T1_RhiirFUN_011231	
OG0000944		RhiirFUN_011263-T1_RhiirFUN_011263	
OG0000945		RhiirFUN_011330-T1_RhiirFUN_011330	
OG0000946		RhiirFUN_011388-T1_RhiirFUN_011388	
OG0000947		RhiirFUN_011478-T1_RhiirFUN_011478	
OG0000948		RhiirFUN_011510-T1_RhiirFUN_011510	
OG0000949		RhiirFUN_011526-T1_RhiirFUN_011526	
OG0000950		RhiirFUN_011571-T1_RhiirFUN_011571	
OG0000951		RhiirFUN_011926-T1_RhiirFUN_011926	
OG0000952		RhiirFUN_011944-T1_RhiirFUN_011944	
OG0000953		RhiirFUN_012212-T1_RhiirFUN_012212	
OG0000954		RhiirFUN_012217-T1_RhiirFUN_012217	
OG0000955		RhiirFUN_012219-T1_RhiirFUN_012219	
OG0000956		RhiirFUN_012226-T1_RhiirFUN_012226	
OG0000957		RhiirFUN_012473-T1_RhiirFUN_012473	
OG0000958		RhiirFUN_012513-T1_RhiirFUN_012513	
OG0000959		RhiirFUN_012636-T1_RhiirFUN_012636	
OG0000960		RhiirFUN_012644-T1_RhiirFUN_012644	
OG0000961		RhiirFUN_012689-T1_RhiirFUN_012689	
OG0000962		RhiirFUN_012714-T1_RhiirFUN_012714	
OG0000963		RhiirFUN_012742-T1_RhiirFUN_012742	
OG0000964		RhiirFUN_012983-T1_RhiirFUN_012983	
OG0000965		RhiirFUN_012990-T1_RhiirFUN_012990	
OG0000966		RhiirFUN_012997-T1_RhiirFUN_012997	
OG0000967		RhiirFUN_013294-T1_RhiirFUN_013294	
OG0000968		RhiirFUN_013313-T1_RhiirFUN_013313	
OG0000969		RhiirFUN_013563-T1_RhiirFUN_013563	
OG0000970		RhiirFUN_013621-T1_RhiirFUN_013621	
OG0000971		RhiirFUN_013733-T1_RhiirFUN_013733	
OG0000972		RhiirFUN_013875-T1_RhiirFUN_013875	
OG0000973		RhiirFUN_014014-T1_RhiirFUN_014014	
OG0000974		RhiirFUN_014069-T1_RhiirFUN_014069	
OG0000975		RhiirFUN_014287-T1_RhiirFUN_014287	
OG0000976		RhiirFUN_014500-T1_RhiirFUN_014500	
OG0000977		RhiirFUN_014538-T1_RhiirFUN_014538	
OG0000978		RhiirFUN_014759-T1_RhiirFUN_014759	
OG0000979		RhiirFUN_014810-T1_RhiirFUN_014810	
OG0000980		RhiirFUN_014853-T1_RhiirFUN_014853	
OG0000981		RhiirFUN_014887-T1_RhiirFUN_014887	
OG0000982		RhiirFUN_014968-T1_RhiirFUN_014968	
OG0000983		RhiirFUN_015075-T1_RhiirFUN_015075	
OG0000984		RhiirFUN_015078-T1_RhiirFUN_015078	
OG0000985		RhiirFUN_015082-T1_RhiirFUN_015082	
OG0000986		RhiirFUN_015118-T1_RhiirFUN_015118	
OG0000987		RhiirFUN_015120-T1_RhiirFUN_015120	
OG0000988		RhiirFUN_015133-T1_RhiirFUN_015133	
OG0000989		RhiirFUN_015202-T1_RhiirFUN_015202	
OG0000990		RhiirFUN_015491-T1_RhiirFUN_015491	
OG0000991		RhiirFUN_015553-T1_RhiirFUN_015553	
OG0000992		RhiirFUN_015673-T1_RhiirFUN_015673	
OG0000993		RhiirFUN_015716-T1_RhiirFUN_015716	
OG0000994		RhiirFUN_015727-T1_RhiirFUN_015727	
OG0000995		RhiirFUN_015771-T1_RhiirFUN_015771	
OG0000996		RhiirFUN_015822-T1_RhiirFUN_015822	
OG0000997		RhiirFUN_016052-T1_RhiirFUN_016052	
OG0000998		RhiirFUN_016164-T1_RhiirFUN_016164	
OG0000999		RhiirFUN_016177-T1_RhiirFUN_016177	
OG0001000		RhiirFUN_016243-T1_RhiirFUN_016243	
OG0001001		RhiirFUN_016304-T1_RhiirFUN_016304	
OG0001002		RhiirFUN_016311-T1_RhiirFUN_016311	
OG0001003		RhiirFUN_016331-T1_RhiirFUN_016331	
OG0001004		RhiirFUN_016555-T1_RhiirFUN_016555	
OG0001005		RhiirFUN_016707-T1_RhiirFUN_016707	
OG0001006		RhiirFUN_016761-T1_RhiirFUN_016761	
OG0001007		RhiirFUN_016815-T1_RhiirFUN_016815	
OG0001008		RhiirFUN_016880-T1_RhiirFUN_016880	
OG0001009		RhiirFUN_016906-T1_RhiirFUN_016906	
OG0001010		RhiirFUN_017330-T1_RhiirFUN_017330	
OG0001011		RhiirFUN_017432-T1_RhiirFUN_017432	
OG0001012		RhiirFUN_017451-T1_RhiirFUN_017451	
OG0001013		RhiirFUN_017464-T1_RhiirFUN_017464	
OG0001014		RhiirFUN_017866-T1_RhiirFUN_017866	
OG0001015		RhiirFUN_017890-T1_RhiirFUN_017890	
OG0001016		RhiirFUN_017891-T1_RhiirFUN_017891	
OG0001017		RhiirFUN_017930-T1_RhiirFUN_017930	
OG0001018		RhiirFUN_017947-T1_RhiirFUN_017947	
OG0001019		RhiirFUN_018101-T1_RhiirFUN_018101	
OG0001020		RhiirFUN_018149-T1_RhiirFUN_018149	
OG0001021		RhiirFUN_018237-T1_RhiirFUN_018237	
OG0001022		RhiirFUN_018393-T1_RhiirFUN_018393	
OG0001023		RhiirFUN_018698-T1_RhiirFUN_018698	
OG0001024		RhiirFUN_018699-T1_RhiirFUN_018699	
OG0001025		RhiirFUN_018737-T1_RhiirFUN_018737	
OG0001026		RhiirFUN_018986-T1_RhiirFUN_018986	
OG0001027		RhiirFUN_019007-T1_RhiirFUN_019007	
OG0001028		RhiirFUN_019011-T1_RhiirFUN_019011	
OG0001029		RhiirFUN_019101-T1_RhiirFUN_019101	
OG0001030		RhiirFUN_019180-T1_RhiirFUN_019180	
OG0001031		RhiirFUN_019183-T1_RhiirFUN_019183	
OG0001032		RhiirFUN_019262-T1_RhiirFUN_019262	
OG0001033		RhiirFUN_019303-T1_RhiirFUN_019303	
OG0001034		RhiirFUN_019570-T1_RhiirFUN_019570	
OG0001035		RhiirFUN_019667-T1_RhiirFUN_019667	
OG0001036		RhiirFUN_019672-T1_RhiirFUN_019672	
OG0001037		RhiirFUN_019675-T1_RhiirFUN_019675	
OG0001038		RhiirFUN_019891-T1_RhiirFUN_019891	
OG0001039		RhiirFUN_019893-T1_RhiirFUN_019893	
OG0001040		RhiirFUN_019905-T1_RhiirFUN_019905	
OG0001041		RhiirFUN_019943-T1_RhiirFUN_019943	
OG0001042		RhiirFUN_020047-T1_RhiirFUN_020047	
OG0001043		RhiirFUN_020101-T1_RhiirFUN_020101	
OG0001044		RhiirFUN_020470-T1_RhiirFUN_020470	
OG0001045		RhiirFUN_020561-T1_RhiirFUN_020561	
OG0001046		RhiirFUN_020963-T1_RhiirFUN_020963	
OG0001047		RhiirFUN_021138-T1_RhiirFUN_021138	
OG0001048		RhiirFUN_021249-T1_RhiirFUN_021249	
OG0001049		RhiirFUN_021407-T1_RhiirFUN_021407	
OG0001050		RhiirFUN_021430-T1_RhiirFUN_021430	
OG0001051		RhiirFUN_021546-T1_RhiirFUN_021546	
OG0001052		RhiirFUN_021940-T1_RhiirFUN_021940	
OG0001053		RhiirFUN_021962-T1_RhiirFUN_021962	
OG0001054		RhiirFUN_022155-T1_RhiirFUN_022155	
OG0001055		RhiirFUN_022205-T1_RhiirFUN_022205	
OG0001056		RhiirFUN_022241-T1_RhiirFUN_022241	
OG0001057		RhiirFUN_022388-T1_RhiirFUN_022388	
OG0001058		RhiirFUN_022410-T1_RhiirFUN_022410	
OG0001059		RhiirFUN_022443-T1_RhiirFUN_022443	
OG0001060		RhiirFUN_022516-T1_RhiirFUN_022516	
OG0001061		RhiirFUN_022700-T1_RhiirFUN_022700	
OG0001062		RhiirFUN_022837-T1_RhiirFUN_022837	
OG0001063		RhiirFUN_023049-T1_RhiirFUN_023049	
OG0001064		RhiirFUN_023117-T1_RhiirFUN_023117	
OG0001065		RhiirFUN_023122-T1_RhiirFUN_023122	
OG0001066		RhiirFUN_023232-T1_RhiirFUN_023232	
OG0001067		RhiirFUN_023267-T1_RhiirFUN_023267	
OG0001068		RhiirFUN_023792-T1_RhiirFUN_023792	
OG0001069		RhiirFUN_023803-T1_RhiirFUN_023803	
OG0001070		RhiirFUN_023805-T1_RhiirFUN_023805	
OG0001071		RhiirFUN_023974-T1_RhiirFUN_023974	
OG0001072		RhiirFUN_024053-T1_RhiirFUN_024053	
OG0001073		RhiirFUN_024200-T1_RhiirFUN_024200	
OG0001074		RhiirFUN_024382-T1_RhiirFUN_024382	
OG0001075		RhiirFUN_024702-T1_RhiirFUN_024702	
OG0001076		RhiirFUN_024842-T1_RhiirFUN_024842	
OG0001077		RhiirFUN_025083-T1_RhiirFUN_025083	
OG0001078		RhiirFUN_025173-T1_RhiirFUN_025173	
OG0001079		RhiirFUN_025464-T1_RhiirFUN_025464	
OG0001080		RhiirFUN_025579-T1_RhiirFUN_025579	
OG0001081		RhiirFUN_025684-T1_RhiirFUN_025684	
OG0001082		RhiirFUN_025745-T1_RhiirFUN_025745	
OG0001083		RhiirFUN_025845-T1_RhiirFUN_025845	
OG0001084		RhiirFUN_025852-T1_RhiirFUN_025852	
OG0001085		RhiirFUN_025879-T1_RhiirFUN_025879	
OG0001086		RhiirFUN_026012-T1_RhiirFUN_026012	
OG0001087		RhiirFUN_026441-T1_RhiirFUN_026441	
OG0001088		RhiirFUN_026632-T1_RhiirFUN_026632	
OG0001089		RhiirFUN_026636-T1_RhiirFUN_026636	
OG0001090		RhiirFUN_026893-T1_RhiirFUN_026893	
OG0001091			VDAG_JR2_Chr1g00380
OG0001092			VDAG_JR2_Chr1g00710
OG0001093			VDAG_JR2_Chr1g00920
OG0001094			VDAG_JR2_Chr1g01020
OG0001095			VDAG_JR2_Chr1g01230
OG0001096			VDAG_JR2_Chr1g01280
OG0001097			VDAG_JR2_Chr1g01840
OG0001098			VDAG_JR2_Chr1g02460
OG0001099			VDAG_JR2_Chr1g03080
OG0001100			VDAG_JR2_Chr1g03390
OG0001101			VDAG_JR2_Chr1g04590
OG0001102			VDAG_JR2_Chr1g05030
OG0001103			VDAG_JR2_Chr1g05130
OG0001104			VDAG_JR2_Chr1g05940
OG0001105			VDAG_JR2_Chr1g06120
OG0001106			VDAG_JR2_Chr1g06230
OG0001107			VDAG_JR2_Chr1g06610
OG0001108			VDAG_JR2_Chr1g06820
OG0001109			VDAG_JR2_Chr1g07360
OG0001110			VDAG_JR2_Chr1g08180
OG0001111			VDAG_JR2_Chr1g08350
OG0001112			VDAG_JR2_Chr1g11450
OG0001113			VDAG_JR2_Chr1g11860
OG0001114			VDAG_JR2_Chr1g11990
OG0001115			VDAG_JR2_Chr1g12470
OG0001116			VDAG_JR2_Chr1g12540
OG0001117			VDAG_JR2_Chr1g12610
OG0001118			VDAG_JR2_Chr1g13000
OG0001119			VDAG_JR2_Chr1g13710
OG0001120			VDAG_JR2_Chr1g13750
OG0001121			VDAG_JR2_Chr1g13810
OG0001122			VDAG_JR2_Chr1g14720
OG0001123			VDAG_JR2_Chr1g14760
OG0001124			VDAG_JR2_Chr1g14900
OG0001125			VDAG_JR2_Chr1g15410
OG0001126			VDAG_JR2_Chr1g16220
OG0001127			VDAG_JR2_Chr1g16600
OG0001128			VDAG_JR2_Chr1g16750
OG0001129			VDAG_JR2_Chr1g16980
OG0001130			VDAG_JR2_Chr1g17450
OG0001131			VDAG_JR2_Chr1g17540
OG0001132			VDAG_JR2_Chr1g17570
OG0001133			VDAG_JR2_Chr1g18980
OG0001134			VDAG_JR2_Chr1g19470
OG0001135			VDAG_JR2_Chr1g19900
OG0001136			VDAG_JR2_Chr1g19970
OG0001137			VDAG_JR2_Chr1g20240
OG0001138			VDAG_JR2_Chr1g21660
OG0001139			VDAG_JR2_Chr1g21870
OG0001140			VDAG_JR2_Chr1g21970
OG0001141			VDAG_JR2_Chr1g22250
OG0001142			VDAG_JR2_Chr1g22490
OG0001143			VDAG_JR2_Chr1g22700
OG0001144			VDAG_JR2_Chr1g22790
OG0001145			VDAG_JR2_Chr1g22960
OG0001146			VDAG_JR2_Chr1g23270
OG0001147			VDAG_JR2_Chr1g23530
OG0001148			VDAG_JR2_Chr1g23890
OG0001149			VDAG_JR2_Chr1g25020
OG0001150			VDAG_JR2_Chr1g25850
OG0001151			VDAG_JR2_Chr1g25920
OG0001152			VDAG_JR2_Chr1g26140
OG0001153			VDAG_JR2_Chr1g26290
OG0001154			VDAG_JR2_Chr1g26450
OG0001155			VDAG_JR2_Chr1g26550
OG0001156			VDAG_JR2_Chr1g26710
OG0001157			VDAG_JR2_Chr1g27090
OG0001158			VDAG_JR2_Chr1g27170
OG0001159			VDAG_JR2_Chr1g27180
OG0001160			VDAG_JR2_Chr1g27190
OG0001161			VDAG_JR2_Chr1g27200
OG0001162			VDAG_JR2_Chr1g27290
OG0001163			VDAG_JR2_Chr1g27310
OG0001164			VDAG_JR2_Chr1g27990
OG0001165			VDAG_JR2_Chr1g28060
OG0001166			VDAG_JR2_Chr1g28080
OG0001167			VDAG_JR2_Chr1g28090
OG0001168			VDAG_JR2_Chr1g28120
OG0001169			VDAG_JR2_Chr1g28160
OG0001170			VDAG_JR2_Chr1g28200
OG0001171			VDAG_JR2_Chr1g28220
OG0001172			VDAG_JR2_Chr1g28240
OG0001173			VDAG_JR2_Chr1g28780
OG0001174			VDAG_JR2_Chr1g28810
OG0001175			VDAG_JR2_Chr1g28900
OG0001176			VDAG_JR2_Chr1g28970
OG0001177			VDAG_JR2_Chr1g29200
OG0001178			VDAG_JR2_Chr1g29710
OG0001179			VDAG_JR2_Chr1g29780
OG0001180			VDAG_JR2_Chr2g00230
OG0001181			VDAG_JR2_Chr2g00660
OG0001182			VDAG_JR2_Chr2g00750
OG0001183			VDAG_JR2_Chr2g00770
OG0001184			VDAG_JR2_Chr2g02270
OG0001185			VDAG_JR2_Chr2g02490
OG0001186			VDAG_JR2_Chr2g03100
OG0001187			VDAG_JR2_Chr2g03190
OG0001188			VDAG_JR2_Chr2g03670
OG0001189			VDAG_JR2_Chr2g03900
OG0001190			VDAG_JR2_Chr2g04050
OG0001191			VDAG_JR2_Chr2g04100
OG0001192			VDAG_JR2_Chr2g04130
OG0001193			VDAG_JR2_Chr2g04470
OG0001194			VDAG_JR2_Chr2g04640
OG0001195			VDAG_JR2_Chr2g04680
OG0001196			VDAG_JR2_Chr2g04790
OG0001197			VDAG_JR2_Chr2g04950
OG0001198			VDAG_JR2_Chr2g04960
OG0001199			VDAG_JR2_Chr2g05430
OG0001200			VDAG_JR2_Chr2g06400
OG0001201			VDAG_JR2_Chr2g06660
OG0001202			VDAG_JR2_Chr2g06760
OG0001203			VDAG_JR2_Chr2g06850
OG0001204			VDAG_JR2_Chr2g06860
OG0001205			VDAG_JR2_Chr2g06960
OG0001206			VDAG_JR2_Chr2g07150
OG0001207			VDAG_JR2_Chr2g07160
OG0001208			VDAG_JR2_Chr2g07350
OG0001209			VDAG_JR2_Chr2g07410
OG0001210			VDAG_JR2_Chr2g07480
OG0001211			VDAG_JR2_Chr2g08680
OG0001212			VDAG_JR2_Chr2g08750
OG0001213			VDAG_JR2_Chr2g09570
OG0001214			VDAG_JR2_Chr2g09720
OG0001215			VDAG_JR2_Chr2g10820
OG0001216			VDAG_JR2_Chr2g11990
OG0001217			VDAG_JR2_Chr2g12450
OG0001218			VDAG_JR2_Chr2g12930
OG0001219			VDAG_JR2_Chr2g13260
OG0001220			VDAG_JR2_Chr3g00370
OG0001221			VDAG_JR2_Chr3g00570
OG0001222			VDAG_JR2_Chr3g00650
OG0001223			VDAG_JR2_Chr3g00760
OG0001224			VDAG_JR2_Chr3g00790
OG0001225			VDAG_JR2_Chr3g01910
OG0001226			VDAG_JR2_Chr3g01970
OG0001227			VDAG_JR2_Chr3g01980
OG0001228			VDAG_JR2_Chr3g02240
OG0001229			VDAG_JR2_Chr3g02260
OG0001230			VDAG_JR2_Chr3g02370
OG0001231			VDAG_JR2_Chr3g03090
OG0001232			VDAG_JR2_Chr3g03190
OG0001233			VDAG_JR2_Chr3g03530
OG0001234			VDAG_JR2_Chr3g03810
OG0001235			VDAG_JR2_Chr3g04160
OG0001236			VDAG_JR2_Chr3g04900
OG0001237			VDAG_JR2_Chr3g05060
OG0001238			VDAG_JR2_Chr3g05430
OG0001239			VDAG_JR2_Chr3g05450
OG0001240			VDAG_JR2_Chr3g05620
OG0001241			VDAG_JR2_Chr3g05630
OG0001242			VDAG_JR2_Chr3g06020
OG0001243			VDAG_JR2_Chr3g06070
OG0001244			VDAG_JR2_Chr3g06140
OG0001245			VDAG_JR2_Chr3g07220
OG0001246			VDAG_JR2_Chr3g07790
OG0001247			VDAG_JR2_Chr3g07810
OG0001248			VDAG_JR2_Chr3g08520
OG0001249			VDAG_JR2_Chr3g09120
OG0001250			VDAG_JR2_Chr3g09310
OG0001251			VDAG_JR2_Chr3g09700
OG0001252			VDAG_JR2_Chr3g10420
OG0001253			VDAG_JR2_Chr3g10500
OG0001254			VDAG_JR2_Chr3g10640
OG0001255			VDAG_JR2_Chr3g11490
OG0001256			VDAG_JR2_Chr3g11820
OG0001257			VDAG_JR2_Chr3g11980
OG0001258			VDAG_JR2_Chr3g12010
OG0001259			VDAG_JR2_Chr3g12340
OG0001260			VDAG_JR2_Chr3g12940
OG0001261			VDAG_JR2_Chr3g13080
OG0001262			VDAG_JR2_Chr3g13230
OG0001263			VDAG_JR2_Chr3g13350
OG0001264			VDAG_JR2_Chr3g13460
OG0001265			VDAG_JR2_Chr3g13470
OG0001266			VDAG_JR2_Chr3g13500
OG0001267			VDAG_JR2_Chr4g00020
OG0001268			VDAG_JR2_Chr4g00210
OG0001269			VDAG_JR2_Chr4g00830
OG0001270			VDAG_JR2_Chr4g01030
OG0001271			VDAG_JR2_Chr4g01250
OG0001272			VDAG_JR2_Chr4g02240
OG0001273			VDAG_JR2_Chr4g02460
OG0001274			VDAG_JR2_Chr4g03090
OG0001275			VDAG_JR2_Chr4g03120
OG0001276			VDAG_JR2_Chr4g03650
OG0001277			VDAG_JR2_Chr4g03680
OG0001278			VDAG_JR2_Chr4g03890
OG0001279			VDAG_JR2_Chr4g04190
OG0001280			VDAG_JR2_Chr4g04380
OG0001281			VDAG_JR2_Chr4g04440
OG0001282			VDAG_JR2_Chr4g04670
OG0001283			VDAG_JR2_Chr4g04810
OG0001284			VDAG_JR2_Chr4g04820
OG0001285			VDAG_JR2_Chr4g05320
OG0001286			VDAG_JR2_Chr4g06200
OG0001287			VDAG_JR2_Chr4g06340
OG0001288			VDAG_JR2_Chr4g06560
OG0001289			VDAG_JR2_Chr4g06710
OG0001290			VDAG_JR2_Chr4g07080
OG0001291			VDAG_JR2_Chr4g07320
OG0001292			VDAG_JR2_Chr4g07440
OG0001293			VDAG_JR2_Chr4g09190
OG0001294			VDAG_JR2_Chr4g09630
OG0001295			VDAG_JR2_Chr4g09720
OG0001296			VDAG_JR2_Chr4g10070
OG0001297			VDAG_JR2_Chr4g10160
OG0001298			VDAG_JR2_Chr4g10200
OG0001299			VDAG_JR2_Chr4g10380
OG0001300			VDAG_JR2_Chr4g10870
OG0001301			VDAG_JR2_Chr4g10880
OG0001302			VDAG_JR2_Chr4g10970
OG0001303			VDAG_JR2_Chr4g10990
OG0001304			VDAG_JR2_Chr4g11180
OG0001305			VDAG_JR2_Chr4g11210
OG0001306			VDAG_JR2_Chr4g11330
OG0001307			VDAG_JR2_Chr4g11440
OG0001308			VDAG_JR2_Chr4g11500
OG0001309			VDAG_JR2_Chr4g11550
OG0001310			VDAG_JR2_Chr4g11640
OG0001311			VDAG_JR2_Chr4g12221
OG0001312			VDAG_JR2_Chr4g12360
OG0001313			VDAG_JR2_Chr4g12450
OG0001314			VDAG_JR2_Chr4g12490
OG0001315			VDAG_JR2_Chr5g00530
OG0001316			VDAG_JR2_Chr5g00740
OG0001317			VDAG_JR2_Chr5g00860
OG0001318			VDAG_JR2_Chr5g00880
OG0001319			VDAG_JR2_Chr5g00890
OG0001320			VDAG_JR2_Chr5g00930
OG0001321			VDAG_JR2_Chr5g01080
OG0001322			VDAG_JR2_Chr5g01740
OG0001323			VDAG_JR2_Chr5g01830
OG0001324			VDAG_JR2_Chr5g01840
OG0001325			VDAG_JR2_Chr5g02170
OG0001326			VDAG_JR2_Chr5g02840
OG0001327			VDAG_JR2_Chr5g02950
OG0001328			VDAG_JR2_Chr5g03190
OG0001329			VDAG_JR2_Chr5g03360
OG0001330			VDAG_JR2_Chr5g03800
OG0001331			VDAG_JR2_Chr5g04100
OG0001332			VDAG_JR2_Chr5g04150
OG0001333			VDAG_JR2_Chr5g04170
OG0001334			VDAG_JR2_Chr5g04240
OG0001335			VDAG_JR2_Chr5g04660
OG0001336			VDAG_JR2_Chr5g04670
OG0001337			VDAG_JR2_Chr5g05880
OG0001338			VDAG_JR2_Chr5g06040
OG0001339			VDAG_JR2_Chr5g06900
OG0001340			VDAG_JR2_Chr5g07010
OG0001341			VDAG_JR2_Chr5g07160
OG0001342			VDAG_JR2_Chr5g07180
OG0001343			VDAG_JR2_Chr5g07910
OG0001344			VDAG_JR2_Chr5g07980
OG0001345			VDAG_JR2_Chr5g08460
OG0001346			VDAG_JR2_Chr5g09300
OG0001347			VDAG_JR2_Chr5g09370
OG0001348			VDAG_JR2_Chr5g09660
OG0001349			VDAG_JR2_Chr5g09800
OG0001350			VDAG_JR2_Chr5g09980
OG0001351			VDAG_JR2_Chr5g09990
OG0001352			VDAG_JR2_Chr5g10080
OG0001353			VDAG_JR2_Chr5g11360
OG0001354			VDAG_JR2_Chr5g11500
OG0001355			VDAG_JR2_Chr6g00020
OG0001356			VDAG_JR2_Chr6g00260
OG0001357			VDAG_JR2_Chr6g00350
OG0001358			VDAG_JR2_Chr6g00390
OG0001359			VDAG_JR2_Chr6g00670
OG0001360			VDAG_JR2_Chr6g00690
OG0001361			VDAG_JR2_Chr6g01060
OG0001362			VDAG_JR2_Chr6g01690
OG0001363			VDAG_JR2_Chr6g01920
OG0001364			VDAG_JR2_Chr6g01980
OG0001365			VDAG_JR2_Chr6g02060
OG0001366			VDAG_JR2_Chr6g02130
OG0001367			VDAG_JR2_Chr6g02470
OG0001368			VDAG_JR2_Chr6g02890
OG0001369			VDAG_JR2_Chr6g03140
OG0001370			VDAG_JR2_Chr6g03640
OG0001371			VDAG_JR2_Chr6g03670
OG0001372			VDAG_JR2_Chr6g03730
OG0001373			VDAG_JR2_Chr6g03920
OG0001374			VDAG_JR2_Chr6g04060
OG0001375			VDAG_JR2_Chr6g04130
OG0001376			VDAG_JR2_Chr6g04370
OG0001377			VDAG_JR2_Chr6g04600
OG0001378			VDAG_JR2_Chr6g05150
OG0001379			VDAG_JR2_Chr6g06010
OG0001380			VDAG_JR2_Chr6g06110
OG0001381			VDAG_JR2_Chr6g06365
OG0001382			VDAG_JR2_Chr6g06610
OG0001383			VDAG_JR2_Chr6g06690
OG0001384			VDAG_JR2_Chr6g07300
